sep=;
Population size: 1000
Generation amount: 1000
Crossing probability: 0,7
Mutation probability: 0,1
Tournament parameter: 50


Deviation : 13515,0665436097
PopulationNumber;Best;Average;Worst
314;-612775,313912581;-637699,353500653;-681175,388860339
315;-611358,37994739;-636613,035857435;-676881,17593384
316;-611650,32867649;-636177,072568472;-678934,331751604
317;-611015,055241915;-635613,02308872;-677942,565010607
318;-610437,237369673;-635066,977232347;-678472,804810139
319;-609024,068335898;-634332,83466215;-680910,555586886
320;-608765,283756206;-633196,722990853;-675216,699545076
321;-607047,122088354;-632357,188781188;-673596,74625807
322;-607387,651015392;-631682,07712756;-671836,537158938
323;-606666,742509316;-631094,350283125;-671668,356396159
324;-605910,338629469;-630241,827025512;-672211,317169279
325;-605530,507310921;-628692,302832471;-669854,909616869
326;-604390,596872211;-628381,555035662;-672226,392556384
327;-603636,308955932;-627554,423524917;-669756,265985295
328;-601673,853685676;-627013,748452211;-667525,727419859
329;-602313,047256797;-626096,11611243;-668775,369710548
330;-601151,662978642;-625462,757053066;-667006,141514867
331;-600747,783061848;-624927,275574727;-666608,286829097
332;-600188,79384298;-624149,041977608;-664674,238108641
333;-598940,256337108;-623404,269021526;-663694,838090282
334;-598402,353103566;-623118,850834443;-667189,331285937
335;-597716,411248195;-621443,599685696;-663571,444585374
336;-597479,523655964;-620791,215674427;-660358,457194796
337;-596780,205632054;-619904,07918194;-658625,169411173
338;-596667,918966029;-619379,688740435;-659762,761451239
339;-595751,132418727;-619231,368092537;-660534,893088792
340;-594812,377933887;-619244,281808301;-660846,126767354
341;-593753,718777502;-619077,921116488;-659434,681346958
342;-594428,615834619;-618081,640999271;-658606,403560033
343;-593687,995652327;-617207,045948439;-660333,834158126
344;-593572,101621613;-616690,60336202;-658185,354550821
345;-593089,889180996;-616416,707345025;-656722,050258504
346;-592660,873071618;-616271,024115886;-656019,139971582
347;-592467,921500088;-615923,039571111;-660242,915590786
348;-592193,825445767;-615700,089214793;-656509,36510254
349;-591046,998047141;-615492,838264703;-657918,108533231
350;-590868,843626378;-615558,366884989;-656208,254692696
351;-590373,377181228;-614880,784351129;-656088,82837467
352;-590380,661710781;-614218,82123256;-654889,398459582
353;-589355,684569121;-613522,783944535;-658047,212010992
354;-588664,01477317;-612348,604640528;-652977,978336506
355;-588430,366891512;-612239,084266625;-652999,467366577
356;-587935,90452867;-612170,313279368;-655270,13469609
357;-587876,165166616;-612141,560272084;-658770,704703141
358;-588026,02049535;-611638,921359538;-654702,291850014
359;-587655,603296049;-611297,850055247;-651700,991090837
360;-588011,426766186;-610745,923813023;-652275,837012371
361;-587357,377261975;-611246,305637211;-653617,281762628
362;-586733,3186894;-611201,239445438;-654076,153048793
363;-586540,279984597;-610653,917556629;-652171,175878766
364;-586234,767556907;-609707,50239341;-651572,32229013
365;-584741,978068153;-609535,952948532;-650651,279929795
366;-584715,706120043;-609430,915508861;-652308,33029533
367;-584482,520514554;-608871,222339906;-651700,292410759
368;-583422,932140858;-608644,908665041;-651592,360578508
369;-583285,093530328;-607943,796435822;-648174,319114179
370;-582461,695924788;-607111,743412592;-649597,159811635
371;-581809,314989719;-605961,474455663;-649036,468242009
372;-580142,051449604;-605365,557968125;-646430,629646502
373;-580354,699726256;-604699,749474433;-646999,467234231
374;-579980,928502253;-604503,470775065;-646445,566072634
375;-578883,524821657;-603270,393784421;-643233,870084739
376;-579022,35932257;-602575,603785096;-645240,778637949
377;-579050,230705223;-602102,51283956;-642230,314421574
378;-578488,026100768;-602530,426990635;-646103,938440384
379;-578277,590806951;-602141,380853978;-643274,585017143
380;-579232,533568572;-602375,889898208;-644876,162116435
381;-577888,371689803;-602204,722233039;-643547,072179459
382;-577528,637604831;-601362,48697206;-644080,441568867
383;-577217,397726648;-600942,480668521;-642409,792233484
384;-576655,945301846;-600244,976330723;-642914,034971617
385;-575765,731569816;-599755,629763298;-640569,643991877
386;-575367,572417848;-599084,095729077;-640427,501387316
387;-574609,649737651;-598797,235432203;-641254,887038672
388;-574327,945013752;-598063,625439314;-639734,633851548
389;-574298,158700227;-598132,511069218;-641123,385122561
390;-573506,603409942;-597677,024425091;-640521,625363177
391;-572478,544097733;-596933,596667198;-637295,384894089
392;-572150,553475731;-596128,582190094;-638275,187934475
393;-572008,055735962;-595425,3990723;-639381,201578455
394;-571544,380762524;-594995,348033916;-636847,070759953
395;-570397,010302087;-594731,104803188;-634941,258577686
396;-569672,763679377;-593883,722796435;-637125,483459579
397;-568343,694223015;-593133,350804031;-632536,155836492
398;-568891,503820552;-592055,0979027;-632793,304516656
399;-568523,882804239;-591239,465512295;-633123,931943222
